Latitude,Longitude,Crop,Harvest year,Fertilization CT ,N input,Yield of CT,Sowing month,Harvesting month,P,E,PB,Tave,ST
38.0,-84.5,maize,1982,Yes,No,1880.0,5,10,520.8,526.162,-5.362,20.41667,Loam
38.0,-84.5,maize,1982,Yes,Yes,6080.0,5,10,520.8,526.162,-5.362,20.41667,Loam
38.0,-84.5,maize,1982,Yes,Yes,7460.0,5,10,520.8,526.162,-5.362,20.41667,Loam
38.0,-84.5,maize,1982,Yes,Yes,5710.0,5,10,520.8,526.162,-5.362,20.41667,Loam
38.0,-84.5,maize,1983,Yes,Yes,4200.0,5,10,700.5,538.405,162.095,21.33333,Loam
38.0,-84.5,maize,1983,Yes,No,2630.0,5,10,700.5,538.405,162.095,21.33333,Loam
38.0,-84.5,maize,1983,Yes,Yes,4200.0,5,10,700.5,538.405,162.095,21.33333,Loam
38.0,-84.5,maize,1983,Yes,Yes,4010.0,5,10,700.5,538.405,162.095,21.33333,Loam
38.0,-84.5,maize,1984,Yes,Yes,4950.0,5,10,640.3,523.89,116.41,20.73333,Loam
38.0,-84.5,maize,1984,Yes,No,2820.0,5,10,640.3,523.89,116.41,20.73333,Loam
38.0,-84.5,maize,1984,Yes,Yes,4890.0,5,10,640.3,523.89,116.41,20.73333,Loam
38.0,-84.5,maize,1984,Yes,Yes,5390.0,5,10,640.3,523.89,116.41,20.73333,Loam
38.0,-84.5,maize,1987,Yes,No,3200.0,5,10,367.8,567.965,-200.165,21.51667,Loam
38.0,-84.5,maize,1987,Yes,Yes,5460.0,5,10,367.8,567.965,-200.165,21.51667,Loam
38.0,-84.5,maize,1987,Yes,Yes,8340.0,5,10,367.8,567.965,-200.165,21.51667,Loam
38.0,-84.5,maize,1987,Yes,Yes,7340.0,5,10,367.8,567.965,-200.165,21.51667,Loam
6.67,-1.67,rice,2016,Yes,Yes,6400.0,5,10,616.1,506.275,109.825,27.03333,Sandy clay loam
6.67,-1.67,rice,2017,Yes,Yes,6600.0,5,10,751.4,501.394,250.006,27.21667,Sandy clay loam
53.42,-113.55,barley.spring,1989,Yes,Yes,2188.0,5,9,405.2,391.731,13.469,13.14,Loam
53.42,-113.55,barley.spring,1989,Yes,Yes,1960.0,5,9,405.2,391.731,13.469,13.14,Loam
53.42,-113.55,barley.spring,1990,Yes,Yes,3748.0,5,9,340.6,399.203,-58.603,13.58,Loam
53.42,-113.55,barley.spring,1990,Yes,Yes,3148.0,5,9,340.6,399.203,-58.603,13.58,Loam
53.42,-113.55,barley.spring,1991,Yes,Yes,3040.0,5,9,352.2,402.831,-50.631,13.5,Loam
53.42,-113.55,barley.spring,1991,Yes,Yes,2560.0,5,9,352.2,402.831,-50.631,13.5,Loam
53.42,-113.55,barley.spring,1989,Yes,Yes,1676.0,5,9,405.2,391.731,13.469,13.14,Loam
53.42,-113.55,barley.spring,1989,Yes,No,2294.0,5,9,405.2,391.731,13.469,13.14,Loam
53.42,-113.55,barley.spring,1990,Yes,No,2588.0,5,9,340.6,399.203,-58.603,13.58,Loam
53.42,-113.55,barley.spring,1990,Yes,Yes,3750.0,5,9,340.6,399.203,-58.603,13.58,Loam
53.42,-113.55,barley.spring,1991,Yes,Yes,2809.0,5,9,352.2,402.831,-50.631,13.5,Loam
53.42,-113.55,barley.spring,1991,Yes,No,2221.0,5,9,352.2,402.831,-50.631,13.5,Loam
35.25,136.22,soybean,2001,Yes,Yes,3550.0,6,9,778.5,398.068,380.432,22.35,Loam
35.25,136.22,soybean,2002,Yes,Yes,2980.0,6,9,397.8,408.766,-10.966,22.65,Loam
35.25,136.22,soybean,2000,Yes,Yes,2650.0,6,9,575.6,416.194,159.406,22.9,Loam
35.25,136.22,soybean,2001,Yes,Yes,6940.0,6,9,778.5,398.068,380.432,22.35,Loam
35.25,136.22,soybean,2002,Yes,Yes,6880.0,6,9,397.8,408.766,-10.966,22.65,Loam
35.25,136.22,soybean,2000,Yes,Yes,6160.0,6,9,575.6,416.194,159.406,22.9,Loam
35.25,136.22,wheat.winter,2000,Yes,Yes,5910.0,10,18,1363.4,566.515,796.885,11.66667,Loam
35.25,136.22,wheat.winter,2001,Yes,Yes,4450.0,10,18,1624.5,556.283,1068.217,12.04444,Loam
35.25,136.22,wheat.winter,2002,Yes,Yes,4270.0,10,18,1358.2,551.598,806.602,12.23333,Loam
35.25,136.22,wheat.winter,2000,Yes,Yes,15460.0,10,18,1363.4,566.515,796.885,11.66667,Loam
35.25,136.22,wheat.winter,2001,Yes,Yes,10520.0,10,18,1624.5,556.283,1068.217,12.04444,Loam
35.25,136.22,wheat.winter,2002,Yes,Yes,9850.0,10,18,1358.2,551.598,806.602,12.23333,Loam
25.58,85.4,maize,2008,Yes,Yes,3000.0,6,9,857.1,388.134,468.966,29.8,Loam
25.58,85.4,maize,2009,Yes,Yes,7200.0,6,9,1161.6,384.398,777.202,29.5,Loam
25.58,85.4,maize,2010,Yes,Yes,5700.0,6,9,389.6,432.875,-43.275,31.1,Loam
25.58,85.4,maize,2011,Yes,Yes,5400.0,6,9,468.0,440.731,27.269,31.15,Loam
25.58,85.4,maize,2012,Yes,Yes,6000.0,6,9,638.7,396.206,242.494,30.025,Loam
25.58,85.4,maize,2013,Yes,Yes,4800.0,6,9,643.5,418.64,224.86,31.0,Loam
25.58,85.4,maize,2014,Yes,Yes,6200.0,6,9,428.7,428.454,0.246,30.3,Loam
25.58,85.4,maize,2015,Yes,Yes,7500.0,6,9,398.7,432.079,-33.379,30.5,Loam
25.58,85.4,maize,2016,Yes,Yes,6600.0,6,9,510.0,420.045,89.955,30.85,Loam
25.58,85.4,maize,2017,Yes,Yes,6900.0,6,9,686.1,399.885,286.215,30.45,Loam
25.58,85.4,maize,2008,Yes,Yes,3000.0,6,9,857.1,388.134,468.966,29.8,Loam
25.58,85.4,maize,2009,Yes,Yes,7200.0,6,9,1161.6,384.398,777.202,29.5,Loam
25.58,85.4,maize,2010,Yes,Yes,5700.0,6,9,389.6,432.875,-43.275,31.1,Loam
25.58,85.4,maize,2011,Yes,Yes,5400.0,6,9,468.0,440.731,27.269,31.15,Loam
25.58,85.4,maize,2012,Yes,Yes,6000.0,6,9,638.7,396.206,242.494,30.025,Loam
25.58,85.4,maize,2013,Yes,Yes,4800.0,6,9,643.5,418.64,224.86,31.0,Loam
25.58,85.4,maize,2014,Yes,Yes,6200.0,6,9,428.7,428.454,0.246,30.3,Loam
25.58,85.4,maize,2015,Yes,Yes,7500.0,6,9,398.7,432.079,-33.379,30.5,Loam
25.58,85.4,maize,2016,Yes,Yes,6600.0,6,9,510.0,420.045,89.955,30.85,Loam
25.58,85.4,maize,2017,Yes,Yes,6900.0,6,9,686.1,399.885,286.215,30.45,Loam
25.58,85.4,rice,2007,Yes,Yes,4200.0,7,11,820.5,423.625,396.875,27.32,Loam
25.58,85.4,rice,2009,Yes,Yes,5500.0,7,11,416.8,444.714,-27.914,27.84,Loam
25.58,85.4,rice,2010,Yes,Yes,5400.0,7,11,433.3,462.081,-28.781,28.42,Loam
25.58,85.4,rice,2011,Yes,Yes,5900.0,7,11,419.3,440.388,-21.088,27.72,Loam
25.58,85.4,rice,2012,Yes,Yes,6400.0,7,11,690.9,434.023,256.877,27.28,Loam
25.58,85.4,rice,2014,Yes,Yes,6000.0,7,11,252.4,450.37,-197.97,27.44,Loam
25.58,85.4,rice,2015,Yes,Yes,6200.0,7,11,459.2,458.87,0.33,28.36,Loam
25.58,85.4,rice,2016,Yes,Yes,6400.0,7,11,671.6,427.691,243.909,27.84,Loam
25.58,85.4,rice,2007,Yes,Yes,4200.0,7,11,820.5,423.625,396.875,27.32,Loam
25.58,85.4,rice,2009,Yes,Yes,5500.0,7,11,416.8,444.714,-27.914,27.84,Loam
25.58,85.4,rice,2010,Yes,Yes,5400.0,7,11,433.3,462.081,-28.781,28.42,Loam
25.58,85.4,rice,2011,Yes,Yes,5900.0,7,11,419.3,440.388,-21.088,27.72,Loam
25.58,85.4,rice,2012,Yes,Yes,6400.0,7,11,690.9,434.023,256.877,27.28,Loam
25.58,85.4,rice,2014,Yes,Yes,6000.0,7,11,252.4,450.37,-197.97,27.44,Loam
25.58,85.4,rice,2015,Yes,Yes,6200.0,7,11,459.2,458.87,0.33,28.36,Loam
25.58,85.4,rice,2016,Yes,Yes,6400.0,7,11,671.6,427.691,243.909,27.84,Loam
29.07,77.77,rice,2006,Yes,Yes,5600.0,7,11,404.4,450.584,-46.184,27.58,Loam
29.07,77.77,rice,2006,Yes,Yes,5300.0,7,11,404.4,450.584,-46.184,27.58,Loam
29.07,77.77,wheat.winter,2007,Yes,Yes,5700.0,11,14,80.0,257.708,-177.708,22.925,Loam
29.07,77.77,wheat.winter,2007,Yes,Yes,5400.0,11,14,80.0,257.708,-177.708,22.925,Loam
35.93,37.17,barley.winter,1992,Mix,Mix,960.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1992,Mix,Mix,910.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,940.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,910.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.93,37.17,barley.winter,1992,Mix,Mix,2550.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1992,Mix,Mix,2470.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,2360.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,2150.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.93,37.17,barley.winter,1992,Mix,Mix,1100.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1992,Mix,Mix,1330.0,11,18,448.0999904,483.314502,-35.215,15.0875001,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,1200.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.93,37.17,barley.winter,1995,Mix,Mix,1160.0,11,18,366.900003,518.0207122,-151.121,17.27500004,Clay loam
35.18,-102.08,sorghum,1984,Yes,No,2810.0,5,9,293.7,503.52,-209.82,21.56,Loam
35.18,-102.08,sorghum,1987,Yes,No,4780.0,5,9,435.4,520.887,-85.487,21.64,Loam
35.18,-102.08,sorghum,1988,Yes,Yes,4150.0,5,9,400.6,513.698,-113.098,21.58,Loam
35.18,-102.08,sorghum,1989,Yes,Yes,4050.0,5,9,362.2,517.774,-155.574,21.08,Loam
35.18,-102.08,sorghum,1990,Yes,Yes,280.0,5,9,177.3,502.673,-325.373,22.26,Loam
35.18,-102.08,sorghum,1991,Yes,Yes,4050.0,5,9,419.5,508.094,-88.594,21.72,Loam
35.18,-102.08,sorghum,1993,Yes,Yes,2510.0,5,9,317.2,539.526,-222.326,22.06,Loam
35.18,-102.08,wheat.winter,1988,Yes,Yes,1170.0,10,18,423.7,577.856,-154.156,11.84444,Loam
35.18,-102.08,wheat.winter,1988,Yes,Yes,2200.0,10,18,423.7,577.856,-154.156,11.84444,Loam
35.18,-102.08,wheat.winter,1988,Yes,Yes,1980.0,10,18,423.7,577.856,-154.156,11.84444,Loam
35.18,-102.08,wheat.winter,1990,Yes,Yes,1210.0,10,18,193.5,558.445,-364.945,12.71111,Loam
35.18,-102.08,wheat.winter,1990,Yes,Yes,1020.0,10,18,193.5,558.445,-364.945,12.71111,Loam
35.18,-102.08,wheat.winter,1990,Yes,Yes,1130.0,10,18,193.5,558.445,-364.945,12.71111,Loam
35.18,-102.08,wheat.winter,1992,Yes,Yes,2090.0,10,18,349.1,575.219,-226.119,12.95556,Loam
35.18,-102.08,wheat.winter,1992,Yes,Yes,1600.0,10,18,349.1,575.219,-226.119,12.95556,Loam
35.18,-102.08,wheat.winter,1991,Yes,Yes,1980.0,10,18,520.1,568.23,-48.13,12.84444,Loam
35.18,-102.08,wheat.winter,1991,Yes,Yes,2460.0,10,18,520.1,568.23,-48.13,12.84444,Loam
35.18,-102.08,wheat.winter,1991,Yes,Yes,2510.0,10,18,520.1,568.23,-48.13,12.84444,Loam
35.18,-102.08,wheat.winter,1993,Yes,Yes,1130.0,10,18,303.8,588.327,-284.527,12.24444,Loam
35.18,-102.08,wheat.winter,1993,Yes,Yes,1980.0,10,18,303.8,588.327,-284.527,12.24444,Loam
35.18,-102.08,wheat.winter,1993,Yes,Yes,2160.0,10,18,303.8,588.327,-284.527,12.24444,Loam
45.61,17.86,maize,2013,Yes,Yes,10100.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,12030.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,11000.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,17080.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,9600.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,14740.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,6830.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,11490.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,10900.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,14230.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,8750.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,maize,2013,Yes,Yes,16410.0,4,10,489.5,512.061,-22.561,17.58571,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,4170.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,4860.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,5380.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6400.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,3960.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6820.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6140.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,3530.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6070.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6240.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,5630.0,10,20,908.2,560.881,347.319,13.35455,Loam
45.61,17.86,wheat.winter,2014,Yes,Yes,6450.0,10,20,908.2,560.881,347.319,13.35455,Loam
-5.17,35.73,sorghum,1997,No,No,1490.0,1,6,621.5999848,640.9207276,-19.321,21.20000013,Sandy clay loam
-5.17,35.73,sorghum,1997,Yes,,1100.0,1,6,621.5999848,640.9207276,-19.321,21.20000013,Sandy clay loam
-5.17,35.73,sorghum,2000,No,No,1690.0,1,6,479.2999929,617.6433105,-138.343,21.3166666,Sandy clay loam
45.42,-73.93,maize,1993,Yes,Yes,5530.0,5,10,581.1,458.355,122.745,15.1,Loam
35.54,-98.01,wheat.winter,2017,No,No,3497.0,10,18,570.2,662.104,-91.904,17.01111,Loam
35.54,-98.01,wheat.winter,2017,Yes,Yes,3770.0,10,18,570.2,662.104,-91.904,17.01111,Loam
35.54,-98.01,wheat.winter,2017,Yes,Yes,4754.0,10,18,570.2,662.104,-91.904,17.01111,Loam
35.54,-98.01,wheat.winter,2017,Yes,Yes,6530.0,10,18,570.2,662.104,-91.904,17.01111,Loam
42.02,-93.78,maize,1984,Yes,Yes,8100.0,5,10,658.7,520.069,138.631,18.01667,Loam
34.3,-79.73,cotton,1989,Yes,Yes,1770.0,5,10,734.3,574.823,159.477,23.71667,Loam
34.3,-79.73,cotton,1990,Yes,Yes,1310.0,5,10,722.5,602.565,119.935,24.61667,Loam
34.3,-79.73,cotton,1991,Yes,Yes,1695.0,5,10,525.5,574.963,-49.463,24.3,Loam
34.3,-79.73,maize,1988,Yes,Yes,3635.0,4,9,667.2,624.981,42.219,23.25,Loam
34.3,-79.73,maize,1989,Yes,Yes,6970.0,4,9,801.7,609.524,192.176,23.35,Loam
34.3,-79.73,maize,1990,Yes,Yes,1485.0,4,9,487.2,635.314,-148.114,24.18333,Loam
34.3,-79.73,maize,1991,Yes,Yes,7410.0,4,9,521.3,603.905,-82.605,24.45,Loam
34.3,-79.73,wheat.winter,1989,Yes,Yes,2150.0,11,18,779.7,575.874,203.826,17.4375,Loam
34.3,-79.73,wheat.winter,1990,Yes,Yes,1910.0,11,18,653.9,595.572,58.328,18.625,Loam
34.3,-79.73,wheat.winter,1991,Yes,Yes,1940.0,11,18,773.3,569.212,204.088,19.1125,Loam
34.3,-79.73,wheat.winter,1992,Yes,Yes,2100.0,11,18,646.9,558.74,88.16,17.4375,Loam
43.0,-92.5,maize,1980,Yes,Yes,9500.0,5,10,683.2,528.127,155.073,18.13333,Loam
43.0,-92.5,maize,1980,Yes,Yes,9600.0,5,10,683.2,528.127,155.073,18.13333,Loam
43.0,-92.5,maize,1981,Yes,Yes,10200.0,5,10,541.0,476.404,64.596,17.1,Loam
43.0,-92.5,maize,1981,Yes,Yes,10700.0,5,10,541.0,476.404,64.596,17.1,Loam
43.0,-92.5,maize,1982,Yes,Yes,7700.0,5,10,594.1,461.588,132.512,17.41667,Loam
43.0,-92.5,maize,1982,Yes,Yes,7600.0,5,10,594.1,461.588,132.512,17.41667,Loam
43.0,-92.5,maize,1983,Yes,Yes,7000.0,5,10,760.3,503.469,256.831,18.06667,Loam
43.0,-92.5,maize,1983,Yes,Yes,5900.0,5,10,760.3,503.469,256.831,18.06667,Loam
43.0,-92.5,maize,1984,Yes,Yes,7700.0,5,10,568.7,486.641,82.059,18.03333,Loam
43.0,-92.5,maize,1984,Yes,Yes,6100.0,5,10,568.7,486.641,82.059,18.03333,Loam
43.0,-92.5,maize,1987,Yes,Yes,9300.0,5,10,480.7,517.035,-36.335,19.06667,Loam
43.0,-92.5,maize,1987,Yes,Yes,8400.0,5,10,480.7,517.035,-36.335,19.06667,Loam
43.0,-92.5,maize,1988,Yes,Yes,6200.0,5,10,402.0,554.296,-152.296,19.71667,Loam
43.0,-92.5,maize,1988,Yes,Yes,5400.0,5,10,402.0,554.296,-152.296,19.71667,Loam
43.0,-92.5,maize,1989,Yes,Yes,7400.0,5,10,374.4,503.274,-128.874,18.46667,Loam
43.0,-92.5,maize,1989,Yes,Yes,6100.0,5,10,374.4,503.274,-128.874,18.46667,Loam
42.02,-93.75,maize,1980,Yes,Yes,10100.0,5,10,505.6,551.908,-46.308,19.65,Loam
42.02,-93.75,maize,1988,Yes,Yes,5900.0,5,10,361.5,582.952,-221.452,20.5,Loam
42.02,-93.75,maize,1989,Yes,Yes,8800.0,5,10,546.4,514.306,32.094,18.8,Loam
45.3,-73.35,maize,1989,Yes,Yes,8700.0,5,10,474.0,482.759,-8.759,16.28333,Loam
42.02,-93.75,maize,1990,Yes,Yes,9500.0,5,10,755.2,517.464,237.736,19.08333,Loam
42.02,-93.75,maize,1991,Yes,Yes,9700.0,5,10,547.8,524.161,23.639,19.65,Loam
42.02,-93.75,maize,1991,Yes,Yes,9800.0,5,10,547.8,524.161,23.639,19.65,Loam
42.02,-93.75,maize,1993,Yes,Yes,5000.0,5,10,1068.4,461.978,606.422,17.96667,Loam
42.02,-93.75,maize,1993,Yes,Yes,7300.0,5,10,1068.4,461.978,606.422,17.96667,Loam
42.02,-93.75,maize,1994,Yes,Yes,10600.0,5,10,537.1,530.731,6.369,19.0,Loam
42.02,-93.75,maize,1995,Yes,Yes,8600.0,5,10,514.3,513.08,1.22,18.83333,Loam
42.02,-93.75,maize,1995,Yes,Yes,9600.0,5,10,514.3,513.08,1.22,18.83333,Loam
42.02,-93.75,maize,1996,Yes,Yes,6900.0,5,10,538.8,486.87,51.93,18.11667,Loam
42.02,-93.75,maize,1997,Yes,Yes,7100.0,5,10,575.9,530.771,45.129,18.75,Loam
42.02,-93.75,maize,1997,Yes,Yes,9000.0,5,10,575.9,530.771,45.129,18.75,Loam
42.02,-93.75,maize,1998,Yes,Yes,8600.0,5,10,748.5,541.339,207.161,20.15,Loam
42.02,-93.75,maize,1999,Yes,Yes,11000.0,5,10,530.2,543.476,-13.276,18.98333,Loam
42.02,-93.75,maize,1999,Yes,Yes,10800.0,5,10,530.200007,543.476275,-13.276,18.98333327,Loam
42.02,-93.75,maize,2000,Yes,Yes,8500.0,5,10,347.9,535.868,-187.968,19.81667,Loam
42.02,-93.75,maize,2001,Yes,Yes,6800.0,5,10,445.2,535.055,-89.855,19.2,Loam
42.02,-93.75,maize,2001,Yes,Yes,9200.0,5,10,445.2,535.055,-89.855,19.2,Loam
42.02,-93.75,maize,2002,Yes,Yes,9300.0,5,10,447.3,549.174,-101.874,19.25,Loam
42.02,-93.75,maize,2003,Yes,Yes,11000.0,5,10,429.0,541.629,-112.629,18.58333,Loam
42.02,-93.75,maize,2003,Yes,Yes,9700.0,5,10,429.0,541.629,-112.629,18.58333,Loam
42.02,-93.75,maize,2004,Yes,Yes,11400.0,5,10,607.2,500.912,106.288,18.06667,Loam
42.02,-93.75,maize,2005,Yes,Yes,10200.0,5,10,573.4,561.393,12.007,19.71667,Loam
42.02,-93.75,maize,2005,Yes,Yes,12700.0,5,10,573.4,561.393,12.007,19.71667,Loam
42.02,-93.75,maize,2006,Yes,Yes,10600.0,5,10,447.3,532.482,-85.182,19.26667,Loam
43.02,-82.12,soybean,1980,No,No,2900.0,6,10,426.8,393.015,33.785,16.92,Clay
42.02,-93.75,soybean,1981,No,No,1600.0,5,10,550.9,490.997,59.903,18.71667,Loam
43.02,-82.12,soybean,1982,No,No,2800.0,6,10,330.2,386.196,-55.996,16.9,Clay
43.02,-82.12,soybean,1983,No,No,3000.0,6,10,358.4,439.565,-81.165,18.58,Clay
43.02,-82.12,soybean,1984,No,No,2600.0,6,10,413.1,412.817,0.283,18.14,Clay
43.02,-82.12,soybean,1987,No,No,2900.0,6,10,465.7,413.779,51.921,17.9,Clay
43.0,-92.5,soybean,1988,No,No,2100.0,5,10,402.0,554.296,-152.296,19.71667,Loam
43.0,-92.5,soybean,1989,No,No,2600.0,5,10,374.4,503.274,-128.874,18.46667,Loam
45.53,18.73,soybean,1980,No,No,3500.0,5,10,435.9,395.293,40.607,16.96667,Loam
42.02,-93.75,soybean,1990,No,No,3480.0,5,10,755.2,517.464,237.736,19.08333,Loam
42.02,-93.75,soybean,1994,No,No,4260.0,5,10,537.1,530.731,6.369,19.0,Loam
42.02,-93.75,soybean,1996,No,No,4180.0,5,10,538.8,486.87,51.93,18.11667,Loam
42.02,-93.75,soybean,1998,No,No,3550.0,5,10,748.5,541.339,207.161,20.15,Loam
42.02,-93.75,soybean,2000,No,No,3100.0,5,10,347.9,535.868,-187.968,19.81667,Loam
42.02,-93.75,soybean,2002,No,No,3170.0,5,10,447.3,549.174,-101.874,19.25,Loam
42.02,-93.75,soybean,2004,No,No,3640.0,5,10,607.2,500.912,106.288,18.06667,Loam
42.02,-93.75,soybean,2006,No,No,3450.0,5,10,447.3,532.482,-85.182,19.26667,Loam
44.22,-73.26,maize,1993,Yes,,9000.0,5,11,445.5,435.364,10.136,13.78571,Loam
44.22,-73.26,maize,1994,Yes,,11150.0,5,11,627.6,433.926,193.674,14.3,Loam
44.22,-73.26,maize,1995,Yes,,8210.0,5,11,623.5,452.15,171.35,14.25714,Loam
44.22,-73.26,maize,1996,Yes,,4200.0,5,11,709.5,420.276,289.224,13.57143,Loam
44.22,-73.26,maize,1997,Yes,,9340.0,5,11,548.7,427.929,120.771,12.98571,Loam
44.22,-73.26,maize,1998,Yes,,4080.0,5,11,641.5,433.271,208.229,14.62857,Loam
44.22,-73.26,maize,1999,Yes,,6300.0,5,11,530.8,476.555,54.245,14.94286,Loam
31.28,-92.13,cotton,1991,Yes,,1108.0,5,10,857.0,637.181,219.819,25.26667,Loam
31.28,-92.13,cotton,1994,Yes,,1112.0,5,10,931.7,623.708,307.992,24.73333,Loam
-0.75,37.75,maize,2006,Yes,Yes,4890.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,Yes,3400.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,Yes,1570.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,No,1070.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,No,3910.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,Yes,1680.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,No,2120.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2006,Yes,No,1360.0,3,10,630.9,774.199,-143.299,23.7,Clay loam
-0.75,37.75,maize,2007,Yes,Yes,1740.0,3,10,555.7,775.185,-219.485,23.725,Clay loam
-0.75,37.75,maize,2007,Yes,No,1730.0,3,10,555.7,775.185,-219.485,23.725,Clay loam
-0.75,37.75,maize,2007,Yes,No,2830.0,3,10,555.7,775.185,-219.485,23.725,Clay loam
-0.75,37.75,maize,2007,Yes,No,3090.0,3,10,555.7,775.185,-219.485,23.725,Clay loam
45.55,17.03,barley.spring,1999,,,2340.0,4,8,475.9,411.789,64.111,19.16,Loam
45.55,17.03,barley.spring,2004,,,2150.0,4,8,400.2,414.868,-14.668,18.2,Loam
45.55,17.03,maize,1995,,,8630.0,4,10,658.1,494.673,163.427,16.82857,Loam
45.55,17.03,maize,2000,,,7020.0,4,10,288.2,530.386,-242.186,18.12857,Loam
45.55,17.03,maize,2008,,,8590.0,4,10,571.3,489.549,81.751,17.82857,Loam
45.55,17.03,soybean,1996,,,1980.0,5,10,633.1,402.741,230.359,17.25,Loam
45.55,17.03,soybean,1999,,,1110.0,5,10,501.9,435.842,66.058,18.98333,Loam
45.55,17.03,soybean,2001,,,3050.0,5,10,444.5,438.684,5.816,19.03333,Loam
45.55,17.03,soybean,2004,,,1150.0,5,10,454.5,429.143,25.357,18.11667,Loam
45.55,17.03,soybean,2005,,,3340.0,5,10,533.8,406.432,127.368,17.96667,Loam
45.55,17.03,soybean,2009,,,3770.0,5,10,430.6,447.856,-17.256,19.4,Loam
45.55,17.03,wheat.winter,1997,,,4410.0,10,20,864.6,545.538,319.062,11.81818,Loam
45.55,17.03,wheat.winter,2002,,,5950.0,10,20,996.6,558.789,437.811,13.21818,Loam
45.55,17.03,wheat.winter,2006,,,5580.0,10,20,996.1,540.578,455.522,12.09091,Loam
-0.52,37.27,maize,2015,No,No,3757.0,3,10,565.7,780.391,-214.691,21.325,Clay
-0.52,37.27,maize,2015,Yes,Yes,4973.0,3,10,565.7,780.391,-214.691,21.325,Clay
-0.52,37.27,maize,2015,Yes,Yes,5270.0,3,10,565.7,780.391,-214.691,21.325,Clay
-0.52,37.27,maize,2015,No,No,3351.0,3,10,565.7,780.391,-214.691,21.325,Clay
-0.52,37.27,maize,2015,Yes,Yes,5081.0,3,10,565.7,780.391,-214.691,21.325,Clay
